id;start_date;start_time;end_date;end_time;timespan;room_id;Repeats;Repeats Until
577;2024-02-15;19:30;2024-02-15;21:30;("2024-02-15 19:30","2024-02-15 21:30");2;;
578;2024-02-15;19:30;2024-02-15;21:00;("2024-02-15 19:30","2024-02-15 21:00");3;;
579;2024-02-15;19:30;2024-02-15;22:00;("2024-02-15 19:30","2024-02-15 22:00");1;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
580;2024-02-15;19:30;2024-02-15;22:30;("2024-02-15 19:30","2024-02-15 22:30");7;Wöchentlich am Donnerstag 5 Mal;2024-02-29
581;2024-02-16;8:00;2024-02-16;19:00;("2024-02-16 8:00","2024-02-16 19:00");5;;
582;2024-02-16;9:00;2024-02-16;13:00;("2024-02-16 9:00","2024-02-16 13:00");2;;
583;2024-02-16;9:00;2024-02-16;18:00;("2024-02-16 9:00","2024-02-16 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
584;2024-02-16;9:20;2024-02-16;10:20;("2024-02-16 9:20","2024-02-16 10:20");4;;
585;2024-02-16;9:30;2024-02-16;12:30;("2024-02-16 9:30","2024-02-16 12:30");3;;
586;2024-02-16;10:30;2024-02-16;11:30;("2024-02-16 10:30","2024-02-16 11:30");6;;
587;2024-02-16;10:30;2024-02-16;12:00;("2024-02-16 10:30","2024-02-16 12:00");4;;
588;2024-02-16;13:00;2024-02-16;14:00;("2024-02-16 13:00","2024-02-16 14:00");2;;
589;2024-02-16;13:30;2024-02-16;14:30;("2024-02-16 13:30","2024-02-16 14:30");4;;
590;2024-02-16;14:00;2024-02-16;15:00;("2024-02-16 14:00","2024-02-16 15:00");3;;
591;2024-02-16;15:00;2024-02-16;21:00;("2024-02-16 15:00","2024-02-16 21:00");6;;
592;2024-02-16;15:00;2024-02-16;17:40;("2024-02-16 15:00","2024-02-16 17:40");2;;
593;2024-02-16;15:00;2024-02-16;20:00;("2024-02-16 15:00","2024-02-16 20:00");7;;
594;2024-02-16;18:00;2024-02-16;20:30;("2024-02-16 18:00","2024-02-16 20:30");2;;
595;2024-02-16;18:00;2024-02-16;20:30;("2024-02-16 18:00","2024-02-16 20:30");1;;
596;2024-02-16;19:30;2024-02-16;22:30;("2024-02-16 19:30","2024-02-16 22:30");5;Wöchentlich am Freitag;
597;2024-02-17;8:00;2024-02-17;20:00;("2024-02-17 8:00","2024-02-17 20:00");5;;
598;2024-02-17;9:00;2024-02-17;19:00;("2024-02-17 9:00","2024-02-17 19:00");6;;
599;2024-02-17;9:00;2024-02-17;19:00;("2024-02-17 9:00","2024-02-17 19:00");7;;
600;2024-02-17;19:00;2024-02-17;21:00;("2024-02-17 19:00","2024-02-17 21:00");1;;
601;2024-02-17;19:00;2024-02-17;21:00;("2024-02-17 19:00","2024-02-17 21:00");3;;
602;2024-02-17;19:00;2024-02-17;21:00;("2024-02-17 19:00","2024-02-17 21:00");2;;
603;2024-02-17;19:00;2024-02-17;21:00;("2024-02-17 19:00","2024-02-17 21:00");4;;
604;2024-02-18;8:00;2024-02-18;20:00;("2024-02-18 8:00","2024-02-18 20:00");5;;
605;2024-02-18;10:30;2024-02-18;13:30;("2024-02-18 10:30","2024-02-18 13:30");6;;
606;2024-02-18;18:00;2024-02-18;20:00;("2024-02-18 18:00","2024-02-18 20:00");3;Wöchentlich am Sonntag bis 24. Februar, 2024;2024-02-24
607;2024-02-19;9:00;2024-02-19;12:30;("2024-02-19 9:00","2024-02-19 12:30");6;Wöchentlich am Montag;
608;2024-02-19;9:00;2024-02-19;10:00;("2024-02-19 9:00","2024-02-19 10:00");4;;
609;2024-02-19;9:00;2024-02-19;11:30;("2024-02-19 9:00","2024-02-19 11:30");5;;
610;2024-02-19;9:00;2024-02-19;18:00;("2024-02-19 9:00","2024-02-19 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
611;2024-02-19;10:00;2024-02-19;11:00;("2024-02-19 10:00","2024-02-19 11:00");3;;
612;2024-02-19;10:15;2024-02-19;12:30;("2024-02-19 10:15","2024-02-19 12:30");4;;
613;2024-02-19;10:30;2024-02-19;11:30;("2024-02-19 10:30","2024-02-19 11:30");2;;
614;2024-02-19;13:00;2024-02-19;18:00;("2024-02-19 13:00","2024-02-19 18:00");6;;
615;2024-02-19;13:30;2024-02-19;15:30;("2024-02-19 13:30","2024-02-19 15:30");4;;
616;2024-02-19;14:00;2024-02-19;15:00;("2024-02-19 14:00","2024-02-19 15:00");2;;
617;2024-02-19;14:00;2024-02-19;15:00;("2024-02-19 14:00","2024-02-19 15:00");5;;
618;2024-02-19;15:00;2024-02-19;22:30;("2024-02-19 15:00","2024-02-19 22:30");5;;
619;2024-02-19;16:00;2024-02-19;18:00;("2024-02-19 16:00","2024-02-19 18:00");3;;
620;2024-02-19;19:00;2024-02-19;21:00;("2024-02-19 19:00","2024-02-19 21:00");2;Monatlich am 3. Montag;
621;2024-02-20;8:00;2024-02-20;9:30;("2024-02-20 8:00","2024-02-20 9:30");4;;
622;2024-02-20;9:00;2024-02-20;18:00;("2024-02-20 9:00","2024-02-20 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
623;2024-02-20;9:45;2024-02-20;11:00;("2024-02-20 9:45","2024-02-20 11:00");3;;
624;2024-02-20;10:00;2024-02-20;12:00;("2024-02-20 10:00","2024-02-20 12:00");4;;
625;2024-02-20;10:00;2024-02-20;11:00;("2024-02-20 10:00","2024-02-20 11:00");5;;
626;2024-02-20;11:00;2024-02-20;13:00;("2024-02-20 11:00","2024-02-20 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
627;2024-02-20;12:30;2024-02-20;14:00;("2024-02-20 12:30","2024-02-20 14:00");5;;
628;2024-02-20;13:00;2024-02-20;15:30;("2024-02-20 13:00","2024-02-20 15:30");2;;
629;2024-02-20;13:00;2024-02-20;15:00;("2024-02-20 13:00","2024-02-20 15:00");3;;
630;2024-02-20;13:00;2024-02-20;14:00;("2024-02-20 13:00","2024-02-20 14:00");4;;
631;2024-02-20;15:30;2024-02-20;21:30;("2024-02-20 15:30","2024-02-20 21:30");6;;
632;2024-02-20;15:30;2024-02-20;17:30;("2024-02-20 15:30","2024-02-20 17:30");5;Wöchentlich am Dienstag;
633;2024-02-20;18:00;2024-02-20;20:00;("2024-02-20 18:00","2024-02-20 20:00");5;;
634;2024-02-20;18:00;2024-02-20;21:00;("2024-02-20 18:00","2024-02-20 21:00");7;;
635;2024-02-20;18:30;2024-02-20;21:00;("2024-02-20 18:30","2024-02-20 21:00");3;;
636;2024-02-20;19:00;2024-02-20;21:15;("2024-02-20 19:00","2024-02-20 21:15");2;Wöchentlich am Dienstag;
637;2024-02-21;8:30;2024-02-21;14:30;("2024-02-21 8:30","2024-02-21 14:30");6;;
638;2024-02-21;9:00;2024-02-21;10:00;("2024-02-21 9:00","2024-02-21 10:00");4;;
639;2024-02-21;9:00;2024-02-21;18:00;("2024-02-21 9:00","2024-02-21 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
640;2024-02-21;9:15;2024-02-21;10:30;("2024-02-21 9:15","2024-02-21 10:30");2;;
641;2024-02-21;10:00;2024-02-21;10:45;("2024-02-21 10:00","2024-02-21 10:45");4;;
642;2024-02-21;10:30;2024-02-21;12:30;("2024-02-21 10:30","2024-02-21 12:30");2;Alle 7 Tage bis 28. Mai, 2024;2024-05-28
643;2024-02-21;13:00;2024-02-21;14:00;("2024-02-21 13:00","2024-02-21 14:00");2;Wöchentlich am Mittwoch;
644;2024-02-21;13:00;2024-02-21;14:00;("2024-02-21 13:00","2024-02-21 14:00");4;;
645;2024-02-21;14:00;2024-02-21;15:00;("2024-02-21 14:00","2024-02-21 15:00");2;;
646;2024-02-21;14:00;2024-02-21;17:15;("2024-02-21 14:00","2024-02-21 17:15");3;;
647;2024-02-21;14:30;2024-02-21;16:30;("2024-02-21 14:30","2024-02-21 16:30");6;;
648;2024-02-21;15:00;2024-02-21;17:00;("2024-02-21 15:00","2024-02-21 17:00");2;;
649;2024-02-21;16:30;2024-02-21;18:00;("2024-02-21 16:30","2024-02-21 18:00");6;;
650;2024-02-21;17:00;2024-02-21;19:00;("2024-02-21 17:00","2024-02-21 19:00");2;Wöchentlich am Mittwoch;
651;2024-02-21;17:30;2024-02-21;18:30;("2024-02-21 17:30","2024-02-21 18:30");5;;
652;2024-02-21;18:30;2024-02-21;22:00;("2024-02-21 18:30","2024-02-21 22:00");1;;
653;2024-02-21;19:00;2024-02-21;22:00;("2024-02-21 19:00","2024-02-21 22:00");2;;
654;2024-02-21;19:00;2024-02-21;20:30;("2024-02-21 19:00","2024-02-21 20:30");4;;
655;2024-02-21;19:30;2024-02-21;22:30;("2024-02-21 19:30","2024-02-21 22:30");5;Wöchentlich am Mittwoch;
656;2024-02-21;20:00;2024-02-21;22:00;("2024-02-21 20:00","2024-02-21 22:00");3;Wöchentlich am Mittwoch;
657;2024-02-22;9:00;2024-02-22;14:00;("2024-02-22 9:00","2024-02-22 14:00");2;Wöchentlich am Donnerstag;
658;2024-02-22;9:00;2024-02-22;10:00;("2024-02-22 9:00","2024-02-22 10:00");4;;
659;2024-02-22;9:00;2024-02-22;18:00;("2024-02-22 9:00","2024-02-22 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
660;2024-02-22;10:00;2024-02-22;11:00;("2024-02-22 10:00","2024-02-22 11:00");6;;
661;2024-02-22;10:00;2024-02-22;12:15;("2024-02-22 10:00","2024-02-22 12:15");4;;
662;2024-02-22;11:00;2024-02-22;12:00;("2024-02-22 11:00","2024-02-22 12:00");5;;
663;2024-02-22;11:30;2024-02-22;12:30;("2024-02-22 11:30","2024-02-22 12:30");6;;
664;2024-02-22;13:30;2024-02-22;16:00;("2024-02-22 13:30","2024-02-22 16:00");4;;
665;2024-02-22;15:15;2024-02-22;17:15;("2024-02-22 15:15","2024-02-22 17:15");3;Wöchentlich am Donnerstag;
666;2024-02-22;18:00;2024-02-22;20:00;("2024-02-22 18:00","2024-02-22 20:00");6;Alle 2 Wochen am Donnerstag bis 17. Mai, 2024;2024-05-17
667;2024-02-22;18:00;2024-02-22;21:00;("2024-02-22 18:00","2024-02-22 21:00");5;;
668;2024-02-22;18:30;2024-02-22;19:30;("2024-02-22 18:30","2024-02-22 19:30");1;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
669;2024-02-22;18:30;2024-02-22;19:30;("2024-02-22 18:30","2024-02-22 19:30");3;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
670;2024-02-22;18:30;2024-02-22;19:30;("2024-02-22 18:30","2024-02-22 19:30");2;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
671;2024-02-22;18:30;2024-02-22;19:30;("2024-02-22 18:30","2024-02-22 19:30");4;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
672;2024-02-22;19:30;2024-02-22;21:00;("2024-02-22 19:30","2024-02-22 21:00");4;;
673;2024-02-22;19:30;2024-02-22;22:00;("2024-02-22 19:30","2024-02-22 22:00");1;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
674;2024-02-22;19:30;2024-02-22;22:30;("2024-02-22 19:30","2024-02-22 22:30");7;Wöchentlich am Donnerstag 5 Mal;2024-02-29
675;2024-02-23;9:00;2024-02-23;11:00;("2024-02-23 9:00","2024-02-23 11:00");2;;
676;2024-02-23;9:00;2024-02-23;18:00;("2024-02-23 9:00","2024-02-23 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
677;2024-02-23;10:30;2024-02-23;12:00;("2024-02-23 10:30","2024-02-23 12:00");4;;
678;2024-02-23;11:00;2024-02-23;12:15;("2024-02-23 11:00","2024-02-23 12:15");3;;
679;2024-02-23;13:30;2024-02-23;14:30;("2024-02-23 13:30","2024-02-23 14:30");3;;
680;2024-02-23;13:30;2024-02-23;14:30;("2024-02-23 13:30","2024-02-23 14:30");4;;
681;2024-02-23;17:00;2024-02-23;18:00;("2024-02-23 17:00","2024-02-23 18:00");2;;
682;2024-02-23;18:00;2024-02-23;22:30;("2024-02-23 18:00","2024-02-23 22:30");1;;
683;2024-02-23;18:00;2024-02-23;22:30;("2024-02-23 18:00","2024-02-23 22:30");3;;
684;2024-02-23;18:00;2024-02-23;22:30;("2024-02-23 18:00","2024-02-23 22:30");2;;
685;2024-02-23;18:00;2024-02-23;22:30;("2024-02-23 18:00","2024-02-23 22:30");4;;
686;2024-02-23;19:30;2024-02-23;22:30;("2024-02-23 19:30","2024-02-23 22:30");5;Wöchentlich am Freitag;
687;2024-02-24;18:00;2024-02-24;23:00;("2024-02-24 18:00","2024-02-24 23:00");5;Monatlich am letzten Samstag;
688;2024-02-25;9:00;2024-02-25;19:00;("2024-02-25 9:00","2024-02-25 19:00");5;;
689;2024-02-25;14:00;2024-02-25;16:00;("2024-02-25 14:00","2024-02-25 16:00");7;;
690;2024-02-25;17:00;2024-02-25;20:00;("2024-02-25 17:00","2024-02-25 20:00");3;Wöchentlich am Sonntag;
691;2024-02-26;8:30;2024-02-26;11:30;("2024-02-26 8:30","2024-02-26 11:30");4;;
692;2024-02-26;9:00;2024-02-26;12:30;("2024-02-26 9:00","2024-02-26 12:30");6;Wöchentlich am Montag;
693;2024-02-26;9:00;2024-02-26;16:00;("2024-02-26 9:00","2024-02-26 16:00");2;;
694;2024-02-26;9:00;2024-02-26;9:30;("2024-02-26 9:00","2024-02-26 9:30");3;;
695;2024-02-26;9:00;2024-02-26;18:00;("2024-02-26 9:00","2024-02-26 18:00");5;;
696;2024-02-26;9:00;2024-02-26;18:00;("2024-02-26 9:00","2024-02-26 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
697;2024-02-26;9:30;2024-02-26;10:30;("2024-02-26 9:30","2024-02-26 10:30");3;;
698;2024-02-26;10:30;2024-02-26;11:30;("2024-02-26 10:30","2024-02-26 11:30");3;;
699;2024-02-26;11:00;2024-02-26;12:00;("2024-02-26 11:00","2024-02-26 12:00");5;;
700;2024-02-26;13:00;2024-02-26;14:30;("2024-02-26 13:00","2024-02-26 14:30");4;;
701;2024-02-26;14:00;2024-02-26;16:00;("2024-02-26 14:00","2024-02-26 16:00");6;;
702;2024-02-26;14:00;2024-02-26;14:55;("2024-02-26 14:00","2024-02-26 14:55");3;;
703;2024-02-26;14:30;2024-02-26;15:30;("2024-02-26 14:30","2024-02-26 15:30");4;;
704;2024-02-26;15:00;2024-02-26;16:15;("2024-02-26 15:00","2024-02-26 16:15");3;;
705;2024-02-26;15:55;2024-02-26;16:55;("2024-02-26 15:55","2024-02-26 16:55");4;;
706;2024-02-26;16:00;2024-02-26;18:00;("2024-02-26 16:00","2024-02-26 18:00");2;;
707;2024-02-26;18:00;2024-02-26;20:30;("2024-02-26 18:00","2024-02-26 20:30");3;;
708;2024-02-26;18:00;2024-02-26;21:30;("2024-02-26 18:00","2024-02-26 21:30");1;;
709;2024-02-26;18:30;2024-02-26;21:00;("2024-02-26 18:30","2024-02-26 21:00");2;Monatlich am 4. Montag;
710;2024-02-26;19:00;2024-02-26;21:00;("2024-02-26 19:00","2024-02-26 21:00");7;;
711;2024-02-26;19:30;2024-02-26;22:00;("2024-02-26 19:30","2024-02-26 22:00");5;Alle 2 Wochen am Montag;
712;2024-02-26;20:30;2024-02-26;22:00;("2024-02-26 20:30","2024-02-26 22:00");6;;
713;2024-02-27;8:00;2024-02-27;12:00;("2024-02-27 8:00","2024-02-27 12:00");2;;
714;2024-02-27;8:30;2024-02-27;12:30;("2024-02-27 8:30","2024-02-27 12:30");5;;
715;2024-02-27;9:00;2024-02-27;18:00;("2024-02-27 9:00","2024-02-27 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
716;2024-02-27;9:45;2024-02-27;12:15;("2024-02-27 9:45","2024-02-27 12:15");4;Alle 14 Tage;
717;2024-02-27;11:00;2024-02-27;13:00;("2024-02-27 11:00","2024-02-27 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
718;2024-02-27;12:00;2024-02-27;12:30;("2024-02-27 12:00","2024-02-27 12:30");2;;
719;2024-02-27;12:30;2024-02-27;16:00;("2024-02-27 12:30","2024-02-27 16:00");2;;
720;2024-02-27;12:30;2024-02-27;13:30;("2024-02-27 12:30","2024-02-27 13:30");4;;
721;2024-02-27;13:00;2024-02-27;13:30;("2024-02-27 13:00","2024-02-27 13:30");3;;
722;2024-02-27;13:30;2024-02-27;14:30;("2024-02-27 13:30","2024-02-27 14:30");4;;
723;2024-02-27;14:00;2024-02-27;15:30;("2024-02-27 14:00","2024-02-27 15:30");6;;
724;2024-02-27;15:30;2024-02-27;21:00;("2024-02-27 15:30","2024-02-27 21:00");6;;
725;2024-02-27;15:30;2024-02-27;17:30;("2024-02-27 15:30","2024-02-27 17:30");5;Wöchentlich am Dienstag;
726;2024-02-27;16:00;2024-02-27;18:00;("2024-02-27 16:00","2024-02-27 18:00");2;;
727;2024-02-27;17:00;2024-02-27;19:00;("2024-02-27 17:00","2024-02-27 19:00");3;;
728;2024-02-27;17:30;2024-02-27;19:00;("2024-02-27 17:30","2024-02-27 19:00");4;;
729;2024-02-27;18:00;2024-02-27;19:00;("2024-02-27 18:00","2024-02-27 19:00");2;;
730;2024-02-27;18:00;2024-02-27;22:00;("2024-02-27 18:00","2024-02-27 22:00");5;;
731;2024-02-27;18:00;2024-02-27;20:00;("2024-02-27 18:00","2024-02-27 20:00");1;;
732;2024-02-27;19:00;2024-02-27;21:15;("2024-02-27 19:00","2024-02-27 21:15");2;Wöchentlich am Dienstag;
733;2024-02-27;20:00;2024-02-27;21:30;("2024-02-27 20:00","2024-02-27 21:30");4;;
734;2024-02-28;8:30;2024-02-28;10:15;("2024-02-28 8:30","2024-02-28 10:15");6;;
735;2024-02-28;9:00;2024-02-28;10:30;("2024-02-28 9:00","2024-02-28 10:30");2;;
736;2024-02-28;9:00;2024-02-28;11:00;("2024-02-28 9:00","2024-02-28 11:00");4;Alle 2 Wochen am Mittwoch;
737;2024-02-28;9:00;2024-02-28;11:00;("2024-02-28 9:00","2024-02-28 11:00");5;;
738;2024-02-28;9:00;2024-02-28;18:00;("2024-02-28 9:00","2024-02-28 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
739;2024-02-28;9:30;2024-02-28;11:00;("2024-02-28 9:30","2024-02-28 11:00");3;;
740;2024-02-28;10:30;2024-02-28;12:30;("2024-02-28 10:30","2024-02-28 12:30");2;Alle 7 Tage bis 28. Mai, 2024;2024-05-28
741;2024-02-28;11:00;2024-02-28;13:00;("2024-02-28 11:00","2024-02-28 13:00");3;Wöchentlich am Mittwoch;
742;2024-02-28;11:00;2024-02-28;12:00;("2024-02-28 11:00","2024-02-28 12:00");4;;
743;2024-02-28;13:00;2024-02-28;14:00;("2024-02-28 13:00","2024-02-28 14:00");2;Wöchentlich am Mittwoch;
744;2024-02-28;14:00;2024-02-28;17:00;("2024-02-28 14:00","2024-02-28 17:00");3;;
745;2024-02-28;14:00;2024-02-28;15:30;("2024-02-28 14:00","2024-02-28 15:30");4;;
746;2024-02-28;14:30;2024-02-28;16:00;("2024-02-28 14:30","2024-02-28 16:00");2;;
747;2024-02-28;16:30;2024-02-28;17:30;("2024-02-28 16:30","2024-02-28 17:30");6;;
748;2024-02-28;16:45;2024-02-28;19:30;("2024-02-28 16:45","2024-02-28 19:30");5;;
749;2024-02-28;17:00;2024-02-28;19:00;("2024-02-28 17:00","2024-02-28 19:00");2;Wöchentlich am Mittwoch;
750;2024-02-28;17:00;2024-02-28;19:00;("2024-02-28 17:00","2024-02-28 19:00");3;;
751;2024-02-28;18:00;2024-02-28;20:00;("2024-02-28 18:00","2024-02-28 20:00");4;;
752;2024-02-28;19:30;2024-02-28;22:30;("2024-02-28 19:30","2024-02-28 22:30");5;Wöchentlich am Mittwoch;
753;2024-02-28;19:30;2024-02-28;21:30;("2024-02-28 19:30","2024-02-28 21:30");1;Alle 2 Wochen am Mittwoch;
754;2024-02-28;20:00;2024-02-28;22:00;("2024-02-28 20:00","2024-02-28 22:00");3;Wöchentlich am Mittwoch;
755;2024-02-29;9:00;2024-02-29;14:00;("2024-02-29 9:00","2024-02-29 14:00");2;Wöchentlich am Donnerstag;
756;2024-02-29;9:00;2024-02-29;18:00;("2024-02-29 9:00","2024-02-29 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
757;2024-02-29;9:45;2024-02-29;10:30;("2024-02-29 9:45","2024-02-29 10:30");5;;
758;2024-02-29;10:00;2024-02-29;12:30;("2024-02-29 10:00","2024-02-29 12:30");6;;
759;2024-02-29;10:00;2024-02-29;12:00;("2024-02-29 10:00","2024-02-29 12:00");4;;
760;2024-02-29;14:00;2024-02-29;16:00;("2024-02-29 14:00","2024-02-29 16:00");6;;
761;2024-02-29;14:00;2024-02-29;15:00;("2024-02-29 14:00","2024-02-29 15:00");4;;
762;2024-02-29;15:15;2024-02-29;17:15;("2024-02-29 15:15","2024-02-29 17:15");3;Wöchentlich am Donnerstag;
763;2024-02-29;15:30;2024-02-29;18:30;("2024-02-29 15:30","2024-02-29 18:30");2;;
764;2024-02-29;16:00;2024-02-29;18:00;("2024-02-29 16:00","2024-02-29 18:00");4;;
765;2024-02-29;17:00;2024-02-29;20:00;("2024-02-29 17:00","2024-02-29 20:00");5;;
766;2024-02-29;18:30;2024-02-29;19:30;("2024-02-29 18:30","2024-02-29 19:30");1;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
767;2024-02-29;18:30;2024-02-29;19:30;("2024-02-29 18:30","2024-02-29 19:30");3;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
768;2024-02-29;18:30;2024-02-29;19:30;("2024-02-29 18:30","2024-02-29 19:30");2;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
769;2024-02-29;18:30;2024-02-29;19:30;("2024-02-29 18:30","2024-02-29 19:30");4;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
770;2024-02-29;19:30;2024-02-29;22:00;("2024-02-29 19:30","2024-02-29 22:00");1;Wöchentlich am Donnerstag bis 6. März, 2024;2024-03-06
771;2024-02-29;19:30;2024-02-29;22:30;("2024-02-29 19:30","2024-02-29 22:30");7;Wöchentlich am Donnerstag 5 Mal;2024-02-29
772;2024-02-29;20:00;2024-02-29;22:00;("2024-02-29 20:00","2024-02-29 22:00");5;;
773;2024-03-01;9:00;2024-03-01;18:00;("2024-03-01 9:00","2024-03-01 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
774;2024-03-01;10:00;2024-03-01;11:30;("2024-03-01 10:00","2024-03-01 11:30");2;;
775;2024-03-01;11:30;2024-03-01;13:00;("2024-03-01 11:30","2024-03-01 13:00");4;;
776;2024-03-01;13:00;2024-03-01;14:00;("2024-03-01 13:00","2024-03-01 14:00");6;;
777;2024-03-01;14:00;2024-03-01;16:59;("2024-03-01 14:00","2024-03-01 16:59");2;;
778;2024-03-01;14:00;2024-03-01;16:00;("2024-03-01 14:00","2024-03-01 16:00");3;;
779;2024-03-01;15:00;2024-03-01;20:00;("2024-03-01 15:00","2024-03-01 20:00");6;;
780;2024-03-01;15:00;2024-03-01;17:00;("2024-03-01 15:00","2024-03-01 17:00");4;;
781;2024-03-01;15:00;2024-03-01;20:00;("2024-03-01 15:00","2024-03-01 20:00");5;;
782;2024-03-01;17:00;2024-03-01;18:00;("2024-03-01 17:00","2024-03-01 18:00");2;;
783;2024-03-01;18:00;2024-03-01;20:00;("2024-03-01 18:00","2024-03-01 20:00");2;;
784;2024-03-01;18:00;2024-03-01;20:30;("2024-03-01 18:00","2024-03-01 20:30");7;;
785;2024-03-01;19:30;2024-03-01;22:30;("2024-03-01 19:30","2024-03-01 22:30");5;Wöchentlich am Freitag;
786;2024-03-01;20:00;2024-03-01;22:00;("2024-03-01 20:00","2024-03-01 22:00");2;;
787;2024-03-02;10:15;2024-03-02;12:15;("2024-03-02 10:15","2024-03-02 12:15");7;;
788;2024-03-02;16:00;2024-03-02;20:00;("2024-03-02 16:00","2024-03-02 20:00");1;;
789;2024-03-03;11:00;2024-03-03;18:00;("2024-03-03 11:00","2024-03-03 18:00");1;;
790;2024-03-03;13:00;2024-03-03;18:00;("2024-03-03 13:00","2024-03-03 18:00");2;;
791;2024-03-03;13:00;2024-03-03;17:00;("2024-03-03 13:00","2024-03-03 17:00");5;Monatlich am 1. Sonntag;
792;2024-03-03;17:00;2024-03-03;20:00;("2024-03-03 17:00","2024-03-03 20:00");3;Wöchentlich am Sonntag;
793;2024-03-03;19:00;2024-03-03;22:00;("2024-03-03 19:00","2024-03-03 22:00");2;;
794;2024-03-04;8:00;2024-03-04;12:00;("2024-03-04 8:00","2024-03-04 12:00");3;;
795;2024-03-04;9:00;2024-03-04;18:00;("2024-03-04 9:00","2024-03-04 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
796;2024-03-04;10:00;2024-03-04;11:00;("2024-03-04 10:00","2024-03-04 11:00");2;;
797;2024-03-04;10:00;2024-03-04;11:00;("2024-03-04 10:00","2024-03-04 11:00");4;;
798;2024-03-04;10:00;2024-03-04;16:00;("2024-03-04 10:00","2024-03-04 16:00");5;;
799;2024-03-04;11:30;2024-03-04;12:30;("2024-03-04 11:30","2024-03-04 12:30");6;;
800;2024-03-04;11:30;2024-03-04;13:30;("2024-03-04 11:30","2024-03-04 13:30");4;;
801;2024-03-04;14:00;2024-03-04;15:30;("2024-03-04 14:00","2024-03-04 15:30");6;;
802;2024-03-04;15:30;2024-03-04;17:00;("2024-03-04 15:30","2024-03-04 17:00");6;;
803;2024-03-04;16:00;2024-03-04;17:30;("2024-03-04 16:00","2024-03-04 17:30");4;;
804;2024-03-04;16:45;2024-03-04;17:30;("2024-03-04 16:45","2024-03-04 17:30");2;;
805;2024-03-04;16:45;2024-03-04;18:45;("2024-03-04 16:45","2024-03-04 18:45");3;;
806;2024-03-04;18:00;2024-03-04;22:00;("2024-03-04 18:00","2024-03-04 22:00");7;;
807;2024-03-04;18:30;2024-03-04;21:30;("2024-03-04 18:30","2024-03-04 21:30");5;;
808;2024-03-04;19:00;2024-03-04;21:00;("2024-03-04 19:00","2024-03-04 21:00");2;Monatlich am 1. Montag;
809;2024-03-04;19:45;2024-03-04;22:00;("2024-03-04 19:45","2024-03-04 22:00");1;Monatlich am 1. Montag;
810;2024-03-05;8:00;2024-03-05;11:00;("2024-03-05 8:00","2024-03-05 11:00");4;;
811;2024-03-05;9:00;2024-03-05;11:00;("2024-03-05 9:00","2024-03-05 11:00");6;;
812;2024-03-05;9:00;2024-03-05;18:00;("2024-03-05 9:00","2024-03-05 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
813;2024-03-05;10:00;2024-03-05;12:00;("2024-03-05 10:00","2024-03-05 12:00");2;;
814;2024-03-05;10:30;2024-03-05;12:30;("2024-03-05 10:30","2024-03-05 12:30");7;;
815;2024-03-05;11:00;2024-03-05;13:00;("2024-03-05 11:00","2024-03-05 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
816;2024-03-05;11:15;2024-03-05;12:45;("2024-03-05 11:15","2024-03-05 12:45");4;;
817;2024-03-05;12:00;2024-03-05;16:30;("2024-03-05 12:00","2024-03-05 16:30");2;;
818;2024-03-05;13:00;2024-03-05;13:30;("2024-03-05 13:00","2024-03-05 13:30");4;;
819;2024-03-05;13:45;2024-03-05;15:15;("2024-03-05 13:45","2024-03-05 15:15");5;;
